"","Monitoring_Location_ID","Activity_ID","Characteristic_Name","Organization_ID","Project_ID","Activity_Type","Activity_Start_Date","Laboratory_Name","Result_Value_Type","Result_Value","Subject_Taxonomic_Name","Activity_Media","Sample_Collection_Method_ID","Detection_Limit_Unit","Detection_Limit_Value","Characteristic_Name_abr","Mass_g","Length_cm","n","Sum_PFAS","Waterbody","Location_ID","Region","Latitude","Longitude","pct_PFAS","Year","Month"
"1404","XIF7768","2021FTC_BOWL-A","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.235,"PFOA",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1406","XIF7768","2021FTC_BOWL_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFHpA",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1408","XIF7768","2021FTC_BOWL-A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.235,"PFHxS",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1410","XIF7768","2021FTC_BOWL_B","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFNA",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1411","XIF7768","2021FTC_BOWL_B","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",2.66,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFTrDA",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.145038167938931,2021,11
"1413","XIF7768","2021FTC_BOWL_B","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"NMeFOSA",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1414","XIF7768","2021FTC_BOWL-A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",1.27,"Morone americana","Tissue","SP-003","ng/g",0.235,"PFTrDA",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.102435876754315,2021,11
"1416","XIF7768","2021FTC_BOWL-A","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0.906,"Morone americana","Tissue","SP-003","ng/g",0.235,"PFUnA",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.0730763026294564,2021,11
"1418","XIF7768","2021FTC_BOWL_B","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",2.44,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFUnA",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.133042529989095,2021,11
"1420","XIF7768","2021FTC_BOWL-A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.235,"PFHpA",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1422","XIF7768","2021FTC_BOWL-A","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",1.44,"Morone americana","Tissue","SP-003","ng/g",0.469,"PFODA",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.116147765768672,2021,11
"1425","XIF7768","2021FTC_BOWL-A","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.235,"PFNA",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1427","XIF7768","2021FTC_BOWL-A","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0.712,"Morone americana","Tissue","SP-003","ng/g",0.235,"PFDA",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.0574286175189547,2021,11
"1428","XIF7768","2021FTC_BOWL-A","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",1.04,"Morone americana","Tissue","SP-003","ng/g",0.235,"PFTeDA",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.0838844974995967,2021,11
"1429","XIG5756","2020FTC_FAIR_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFDA",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1430","XIG5756","2020FTC_FAIR_A","perfluorohexanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFHxA",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1431","XIG5756","2020FTC_FAIR_A","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFODA",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1432","XIG5756","2020FTC_FAIR_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFBS",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1433","XIG5756","2020FTC_FAIR_A","perfluorodecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFDA",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1434","XIG5756","2020FTC_FAIR_B","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFODA",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1435","XIG5756","2020FTC_FAIR_A","perfluorooctanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFOA",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1436","XIG5756","2020FTC_FAIR_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"EtFOSA",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1437","XIG5756","2020FTC_FAIR_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",2.42,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFOS",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",1,2020,10
"1438","XIG5756","2020FTC_FAIR_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFHpA",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1439","XIG5756","2020FTC_FAIR_B","perfluorononanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFNA",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1440","XIG5756","2020FTC_FAIR_B","perfluoroundecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFUnA",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1441","XIG5756","2020FTC_FAIR_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFOA",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1442","XIG5756","2020FTC_FAIR_B","perfluorotridecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFTrDA",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1443","XIG5756","2020FTC_FAIR_A","perfluoroundecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFUnA",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1444","XIG5756","2020FTC_FAIR_B","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"NMeFOSA",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1445","XIG5756","2020FTC_FAIR_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFHpA",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1446","XIG5756","2020FTC_FAIR_B","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFTeDA",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1447","XIG5756","2020FTC_FAIR_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",2.37,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFOS",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",1,2020,10
"1448","XIG5756","2020FTC_FAIR_A","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"EtFOSA",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1449","XIG5756","2020FTC_FAIR_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFHxS",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1450","XIG5756","2020FTC_FAIR_A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFTrDA",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1451","XIG5756","2020FTC_FAIR_A","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"NMeFOSA",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1452","XIG5756","2020FTC_FAIR_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFHxS",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1453","XIG5756","2020FTC_FAIR_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFHxA",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1454","XIG5756","2020FTC_FAIR_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.897,"PFBS",139,222,5,2.37,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1455","XIG5756","2020FTC_FAIR_A","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFTeDA",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1456","XIG5756","2020FTC_FAIR_A","perfluorononanoic acid","MDE","FTSAMPLECOL2020","Sample-Routine",2020-10-21,"Alpha Analytical","Actual",0,"Ameiurus catus","Tissue","SP-003","ng/g",0.897,"PFNA",190.8,250,5,2.42,"Chesapeake Bay","Mouth of Fairlee Ck","Eastern Shore","39 15.655","76 14.379",0,2020,10
"1457","XJF1598","2021FTC_GUNM_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Micropterus salmoides","Tissue","SP-003","ng/g",0.236,"PFHpA",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1458","XJF1598","2021FTC_GUNM_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Micropterus salmoides","Tissue","SP-003","ng/g",0.236,"PFHxS",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1459","XJF1598","2021FTC_GUNM_B","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.457,"PFTeDA",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1461","XJF1598","2021FTC_GUNM_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFOA",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1462","XJF1598","2021FTC_GUNM_A","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Micropterus salmoides","Tissue","SP-003","ng/g",0.473,"PFHxA",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1464","XJF1598","2021FTC_GUNM_B","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0.697,"Morone americana","Tissue","SP-003","ng/g",0.457,"PFODA",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0.0409758965314521,2021,11
"1466","XJF1598","2021FTC_GUNM_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",7.81,"Micropterus salmoides","Tissue","SP-003","ng/g",0.236,"PFOS",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0.751684311838306,2021,11
"1467","XJF1598","2021FTC_GUNM_A","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Micropterus salmoides","Tissue","SP-003","ng/g",0.473,"EtFOSA",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1469","XJF1598","2021FTC_GUNM_A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Micropterus salmoides","Tissue","SP-003","ng/g",0.473,"PFTrDA",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1470","XJF1598","2021FTC_GUNM_A","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Micropterus salmoides","Tissue","SP-003","ng/g",0.473,"PFTeDA",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1471","XJF1598","2021FTC_GUNM_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFBS",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1473","XJF1598","2021FTC_GUNM_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFHxS",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1474","XJF1598","2021FTC_GUNM_B","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0.564,"Morone americana","Tissue","SP-003","ng/g",0.457,"PFTrDA",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0.0331569664902998,2021,11
"1476","XJF1598","2021FTC_GUNM_B","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.457,"NMeFOSA",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1477","XJF1598","2021FTC_GUNM_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",11.5,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFOS",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0.67607289829512,2021,11
"1480","XJF1598","2021FTC_GUNM_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFHpA",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1481","XJF1598","2021FTC_GUNM_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.457,"PFHxA",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1483","XJF1598","2021FTC_GUNM_A","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",1.27,"Micropterus salmoides","Tissue","SP-003","ng/g",0.473,"PFUnA",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0.12223291626564,2021,11
"1485","XJF1598","2021FTC_GUNM_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Micropterus salmoides","Tissue","SP-003","ng/g",0.236,"PFBS",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1487","XJF1598","2021FTC_GUNM_B","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0.251,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFNA",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0.014756025867137,2021,11
"1488","XJF1598","2021FTC_GUNM_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",1.98,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFDA",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0.116402116402116,2021,11
"1489","XJF1598","2021FTC_GUNM_B","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",2.02,"Morone americana","Tissue","SP-003","ng/g",0.457,"PFUnA",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0.11875367430923,2021,11
"1491","XJF1598","2021FTC_GUNM_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.457,"EtFOSA",104.8,197.8,5,17.01,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1493","XJF1598","2021FTC_GUNM_A","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Micropterus salmoides","Tissue","SP-003","ng/g",0.236,"PFNA",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1495","XJF1598","2021FTC_GUNM_A","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Micropterus salmoides","Tissue","SP-003","ng/g",0.236,"PFOA",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1496","XJF1598","2021FTC_GUNM_A","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",0,"Micropterus salmoides","Tissue","SP-003","ng/g",0.473,"PFODA",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0,2021,11
"1497","XJF1598","2021FTC_GUNM_A","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-09,"Alpha Analytical","Actual",1.31,"Micropterus salmoides","Tissue","SP-003","ng/g",0.236,"PFDA",756.2,358,5,10.39,"Gunpowder River","Maxwell Point","Western Bay","39 21.585","76 20.256",0.126082771896054,2021,11
